id,word,phrase,movie
13,räcka,"Mina två barn bråkar ofta vid matbordet så jag får ofta ta i och säga till dem, att nu räcker det.",racka-00106-fras-1.mp4
13,räcka,Maten räcker inte till åtta personer. Hur ska vi göra?,racka-00106-fras-2.mp4
13,räcka,"Nu är klockan sju. Då får det räcka för mig, jag sticker nu.",racka-00106-fras-3.mp4
13,räcka,Jag har stoppat i mig en massa godis så nu får det räcka.,racka-00106-fras-4.mp4
14,tillräckligt,Jag har tillräckligt med pengar på mitt kort.,tillrackligt-00107-fras-1.mp4
14,tillräckligt,Har du mat så det räcker i kylen?,tillrackligt-00107-fras-2.mp4
15,njuta,Jag älskar att åka till sommarstugan. Där brukar jag sitta och njuta av värmen och omgivningen.,njuta-00109-fras-1.mp4
15,njuta,Jag har köpt chips som jag ska äta och njuta av ikväll. ,njuta-00109-fras-2.mp4
15,njuta,Idag blev det äntligen soligt och varmt. Passa på och njut av värmen.,njuta-00109-fras-3.mp4
16,få nog,Idag visas det många TV-serier. Jag har fått nog av dem.,fa-nog-00110-fras-1.mp4
16,få nog,"Jag har haft samma skor i tre år. Nu är jag trött på dem och vill ha nya.
",fa-nog-00110-fras-2.mp4
16,få nog,"Varje torsdagar äter man alltid samma sak, pannkakor. Jag är less på det! ",fa-nog-00110-fras-3.mp4
16,få nog,"Det regnar alltid så mycket under den svenska sommaren, jag är så less på det och känner att jag behöver resa till ett varmare land. ",fa-nog-00110-fras-4.mp4
17,dotter,Min äldsta dotter är tio år gammal.,dotter-00111-fras-1.mp4
17,dotter,Vad heter din dotter?,dotter-00111-fras-2.mp4
17,dotter,Är hon din dotter?,dotter-00111-fras-3.mp4
18,för säkerhets skull,Eftersom filmen snart ska ha världspremiär åker jag för säkerhets skull iväg i tid för att köpa biljetter.,for-sakerhets-skull-00112-fras-1.mp4
18,för säkerhets skull,Det ser ut som om det ska regna så ta för säkerhets skull med ett paraply.,for-sakerhets-skull-00112-fras-2.mp4
18,för säkerhets skull,Det kanske regnar i morgon så jag tar för säkerhetsskull med mig paraplyet.,for-sakerhets-skull-00112-fras-3.mp4
18,för säkerhets skull,Jag har bara en bilnyckel så jag måste för säkerhetsskull skaffa en till.,for-sakerhets-skull-00112-fras-4.mp4
20,mode,Modet idag skiljer sig mycket från hur det såg ut när jag var ung.,mode-00114-fras-1.mp4
20,mode,Vilken typ av mode gillar du?,mode-00114-fras-2.mp4
21,Belgien,"Belgiens flagga har tre ränder i färgerna svart, gult och rött.",belgien-00116-fras-1.mp4
22,händer inget,"Jag fick ett fästingbett i somras och blev orolig för att ha smittats av borrelia, men efter tre veckor hade ingenting hänt så jag kunde pusta ut.",hander-inget-00117-fras-1.mp4
22,händer inget,Bussen dröjer. Den skulle ha kommit men än har den inte gjort det.,hander-inget-00117-fras-2.mp4
22,händer inget,Jag ställde mig vid busshållsplatsen och läste i tidtabellen att bussen skulle komma 17.03. Jag väntade men någon buss såg jag aldrig till.,hander-inget-00117-fras-3.mp4
23,behöver inte,Du behöver inte städa.,behover-inte-00118-fras-1.mp4
23,behöver inte,Du behöver inte ta med paraply.,behover-inte-00118-fras-2.mp4
25,allvar,Jag menar verkligen att jag vill sticka iväg.,allvar-00121-fras-1.mp4
25,allvar,Min mormor är allvarligt sjuk.,allvar-00121-fras-2.mp4
25,allvar,Jag känner mig riktigt dålig och det kom så plötsligt. Måste ta det på allvar och åka in på akuten.,allvar-00121-fras-3.mp4
26,mässan,Jag har varit på bilmässan i Malmö.,massan-00122-fras-1.mp4
26,mässan,När ska du gå på kattmässan?,massan-00122-fras-2.mp4
27,vem,Vem har tagit mina strumpor?,vem-00123-fras-1.mp4
27,vem,Tanten som står där borta känner jag igen. Vem kan det vara?,vem-00123-fras-2.mp4
27,vem,Nummerpresentatören är till för att man ska kunna se vem som har ringt.,vem-00123-fras-3.mp4
28,vilken,"Du kan kolla på universitetets hemsida vilka utbildningar som finns.
",vilken-00124-fras-1.mp4
28,vilken,Vilken sida i matteboken är det som jag ska läsa till imorgon?,vilken-00124-fras-2.mp4
29,lussekatt,"Det passar inte sig att äta lussekatter på sommaren, det äter man till jul.",lussekatt-00127-fras-1.mp4
29,lussekatt,Det jag gillar mest med julen är lussekatter.,lussekatt-00127-fras-2.mp4
29,lussekatt,Tycker du om lussekatter eller pepparkakor?,lussekatt-00127-fras-3.mp4
30,kudde,Jag måste köpa mig en ny kudde. Den jag har nu är helkass.,kudde-00128-fras-1.mp4
30,kudde,Du har en speciell kudde. Vad är det för särskilt med den?,kudde-00128-fras-2.mp4
31,nacke,Jag har ont i nacken. Den känns väldigt öm. ,nacke-00129-fras-1.mp4
31,nacke,Är din nacke okej?,nacke-00129-fras-2.mp4
33,kåt,När en tik löper blir hanhunden attraherad.,kat-00131-fras-1.mp4
33,kåt,Jag märker på min hund att hen ofta blir upphetsad.,kat-00131-fras-2.mp4
33,kåt,I regnskogen finns en speciell frukt som väcker sexlusten när du äter av den.,kat-00131-fras-3.mp4
33,kåt,Vad är det med dig!? Igår kunde du ju knappt bärga dig för du var så kåt på mig.,kat-00131-fras-4.mp4
35,hata,Jag hatar att träna men måste för hälsans skull.,hata-00133-fras-1.mp4
35,hata,Hatar du mig? Vad har jag gjort dig?,hata-00133-fras-2.mp4
36,kalsong,"Igår hade jag tvättstugetid, så idag är det skönt att ha rena kalsonger.",kalsong-00134-fras-1.mp4
37,avrätta,I Iran kan man dömas till dödsstraff.,avratta-00135-fras-1.mp4
37,avrätta,Du tycker alltså att det är rätt att morddömda ska avrättas?,avratta-00135-fras-2.mp4
38,knekt,"När vi satt där och spelade, fick jag en känsla av att hen bredvid mig satt med ruten knekt på handen.",knekt-00136-fras-1.mp4
38,knekt,"Varför i hela fridens namn lade du klöver knekt?
",knekt-00136-fras-2.mp4
39,dialekt,I Sverige finns det olika dialekter.,dialekt-00137-fras-1.mp4
39,dialekt,I hela Sverige hittar man olika dialekter.,dialekt-00137-fras-2.mp4
40,törstig,Min kompis är ofta törstig. Jag börjar misstänka att han har sockersjuka.,torstig-00139-fras-1.mp4
40,törstig,Jag har tränat och är törstig nu.,torstig-00139-fras-2.mp4
41,lakan,Jag har glömt att ta med lakan. Har du så jag kan få låna?,lakan-00140-fras-1.mp4
41,lakan,Jag ska byta lakan.,lakan-00140-fras-2.mp4
42,bli sämre,Jag blev bara sämre och sämre när jag låg sjuk. Det slutade med att jag åkte direkt till akuten.,bli-samre-00142-fras-1.mp4
43,ombud,Vill du ställa upp som fackligt ombud?,ombud-00143-fras-1.mp4
43,ombud,Stockholms dövas förening ska skicka 9 ombud till SDR:s kongress.,ombud-00143-fras-2.mp4
44,Italien,Min klass som jag gick i på grundskolan gjorde en resa till Italien och från den har jag roliga minnen.,italien-00144-fras-1.mp4
45,personal,Min mormor är väldigt sjuk och behöver personal som kan hjälpa henne.,personal-00145-fras-1.mp4
45,personal,På vår arbetsplats finns det en person som har personalansvar.,personal-00145-fras-2.mp4
46,service,Själva hotellet var inte så bra men servicen var det.,service-00146-fras-1.mp4
46,service,Hur var servicen? Bra eller dålig? ,service-00146-fras-2.mp4
47,svag,Jag har varit sjuk väldigt länge och känner mig fortfarande svag.,svag-00147-fras-1.mp4
48,färdtjänst,Färdtjänst är bättre än vanlig taxi.,fardtjanst-00148-fras-1.mp4
48,färdtjänst,Har du bokat din färdtjänstresa imorgon kväll?,fardtjanst-00148-fras-2.mp4
49,ved,När vi åker till sommarstugan på hösten måste vi alltid hugga ved så det är gjort innan vintern kommer.,ved-00150-fras-1.mp4
49,ved,Vet du var man kan köpa billig ved?,ved-00150-fras-2.mp4
50,amputera,"Läkarna sa att det går inte att operera handen, den måste amputeras.",amputera-00151-fras-1.mp4
50,amputera,"Du måste se upp, för det finns giftspindlar i området. Om du blir biten så leder det till amputation.",amputera-00151-fras-2.mp4
50,amputera,"Läkarna försökte operera handen, men operationen misslyckades så de var tvungna att amputera.",amputera-00151-fras-3.mp4
51,Spanien,Nästan alla mina släktingar bor i Spanien.,spanien-00152-fras-1.mp4
52,vänster,Före 1967 hade vi vänstertrafik i Sverige.,vanster-00153-fras-1.mp4
52,vänster,Jag brukar använda båda händerna när jag tecknar men vänstra handen är den dominerande.,vanster-00153-fras-2.mp4
53,höger,En del personer bär klockan på höger arm. Själv har jag den på vänster.,hoger-00154-fras-1.mp4
53,höger,Jag brukar använda bägge händerna men bäst blir det med höger.,hoger-00154-fras-2.mp4
54,kapten,En kapten ombord på en båt är den som har största ansvaret.,kapten-00155-fras-1.mp4
55,avancerad,"I skolan fick jag lära mig ett nytt program. Det var jättesvårt, väldigt avancerat.",avancerad-00156-fras-1.mp4
55,avancerad,Säkerhetssystemet här är väldigt avancerat. Det är helt omöjligt för obehöriga att komma förbi.,avancerad-00156-fras-2.mp4
56,behärska,Är du bra på att installera program i datorer? ,beharska-00157-fras-1.mp4
56,behärska,Min pappa är suverän på att laga mat. Han dukar upp de mest fantastiska rätterna.,beharska-00157-fras-2.mp4
57,erfaren,"Äsch, hen är jättebra på det! Hen har undervisat i dykning i flera år!",erfaren-00158-fras-1.mp4
57,erfaren,Känner du till någon bra mekaniker?,erfaren-00158-fras-2.mp4
58,duktig på,Min pappa är en fena på att laga bilar.,duktig-pa-00159-fras-1.mp4
58,duktig på,Jag känner en döv person som är expert på att meka med bilar.,duktig-pa-00159-fras-2.mp4
60,kompetens,Jag irriterar mig på att så många inte har rätt kompetens.,kompetens-00161-fras-1.mp4
60,kompetens,"Jag har läst igenom hans cv, men han har inte har rätt kompetens för det här jobbet.",kompetens-00161-fras-2.mp4
61,gräns,Många ungdomar vet inte var de har sina gränser.,grans-00162-fras-1.mp4
62,tycka om,Jag tycker om att vara ute och promenera. Det är skönt och man får frisk luft.,tycka-om-00163-fras-1.mp4
63,glad,Barnen är verkligen glada för de ska träffa tomten.,glad-00165-fras-1.mp4
63,glad,Vissa personer som kan verka glada på utsidan är på insidan allt annat än glad.,glad-00165-fras-2.mp4
64,gott,Jag stoppade i mig maten. Den var inte jättegod men skaplig ändå.,gott-00166-fras-1.mp4
65,vill,Jag vill åka jorden runt.,vill-00167-fras-1.mp4
65,vill,Jag skulle vilja åka till Dövas hus. Det verkar hända roliga saker där.,vill-00167-fras-2.mp4
65,vill,Jag vill att du går nu.,vill-00167-fras-3.mp4
66,bröst,Min kompis pappa fick en hjärtinfarkt. Han kände smärta i bröstet.,brost-00168-fras-1.mp4
67,pinsam,Det finns de som tycker att det är jättepinsamt om de gör bort sig lite grann.,pinsam-00170-fras-1.mp4
67,pinsam,Igår gjorde jag bort mig. Jag och min kompis satt och pratade i bilen så jag såg inte att trafikljuset slog om till grönt.,pinsam-00170-fras-2.mp4
67,pinsam,Igår föreläste jag för en stor publik. Jag såg att några tittade lite konstigt på mig och då upptäckte jag att gylfen var öppen. Gud så pinsamt det var.,pinsam-00170-fras-3.mp4
68,god,Den där maten är riktigt god.,god-00172-fras-1.mp4
69,må,Om man tränar så mår man bättre.,ma-00173-fras-1.mp4
69,må,Jag mår bättre nu.,ma-00173-fras-2.mp4
69,må,Hur mår du inombords?,ma-00173-fras-3.mp4
70,skön,Att få massage och ansiktsbehandling är väldigt skönt.,skon-00174-fras-1.mp4
70,skön,Det är så skönt att bo nära havet.,skon-00174-fras-2.mp4
70,skön,Det är så skönt att min kompis har lyckats få ett nytt jobb.,skon-00174-fras-3.mp4
71,önskan,Jag skulle vilja åka till Gallaudet i Washington och besöka skolan för att träffa döva från andra länder.,onskan-00175-fras-1.mp4
71,önskan,"Jag skulle vilja prova på bungyjump, att en gång i mitt liv få göra ett hopp. ",onskan-00175-fras-2.mp4
72,moster,Jag har biobiljetter till oss som jag fått av min moster.,moster-00176-fras-1.mp4
72,moster,Moster är benämningen för din mammas syster.,moster-00176-fras-2.mp4
72,moster,Har du bra kontakt med din moster eller???,moster-00176-fras-3.mp4
73,äntligen över,Jag kände mig väldigt lättad när han gav sig av.,antligen-over-00177-fras-1.mp4
73,äntligen över,Nu när du har gjort alla dina läxor känns det skönt eller hur?,antligen-over-00177-fras-2.mp4
73,äntligen över,"Igår var det sista dagen i skolan, det är så skönt.",antligen-over-00177-fras-3.mp4
73,äntligen över,"Jag har nyss lämnat in min hemskrivning, det känns så skönt.",antligen-over-00177-fras-4.mp4
74,gärna,"Ja, jag vill gärna sitta i styrelsen.",garna-00178-fras-1.mp4
74,gärna,"Min kompis vill väldigt gärna komma hit. Är det ok för dig?
",garna-00178-fras-2.mp4
75,hoppas,Jag hoppas att allt är bra?,hoppas-00179-fras-1.mp4
75,hoppas,Jag hoppas att jag lyckas få ett drömjobb.,hoppas-00179-fras-2.mp4
76,tycka,Jag tyckte hen sa att teatern börjar klockan två. Det gör mig lite förvirrad.,tycka-00182-fras-1.mp4
76,tycka,Vad tycker du?,tycka-00182-fras-2.mp4
76,tycka,Vad ska vi göra idag? Vad tycker du?,tycka-00182-fras-3.mp4
76,tycka,Alla har rätt att tycka olika.,tycka-00182-fras-4.mp4
77,önska,Det jag önskar mig i julklapp är strumpor.,onska-00183-fras-1.mp4
77,önska,Du har snart födelsedag. Vad önskar du dig?,onska-00183-fras-2.mp4
78,kidnappa,Min kompis ska gifta sig till sommaren. Så nu är vi ett gäng som har fullt upp med att planera för en möhippa som vi ska ha.,kidnappa-00184-fras-1.mp4
79,ledsen,Alla kan vara ledsna ibland.,ledsen-00185-fras-1.mp4
79,ledsen,Min hund blir lätt ledsen om jag inte busar med den.,ledsen-00185-fras-2.mp4
80,vår,Vårt beslut står fast. Det går inte att ändra.,var-00186-fras-1.mp4
80,vår,Vår gymnasietid var helt skruvad.,var-00186-fras-2.mp4
81,min,Min bror har deltagit i ett OS.,min-00187-fras-1.mp4
82,mamma,Mamma är alltid bäst!,mamma-00188-fras-1.mp4
83,badkar,Om det bara finns dusch i en lägenhet är det OK för mig men min fru vill absolut ha badkar.,badkar-00189-fras-1.mp4
83,badkar,Jag har badkar hemma.,badkar-00189-fras-2.mp4
84,Jugoslavien,"Tidigare fanns det ett land som hette Jugoslavien, det landet finns inte kvar längre..",jugoslavien-00190-fras-1.mp4
84,Jugoslavien,Forna Jugoslavien splittrades till flera  länder. Vet du vilka länder forna Jugoslavien utgörs av idag?,jugoslavien-00190-fras-2.mp4
85,inbjuda,Jag har fått en mycket förnämlig inbjudan. Den kommer från kungen.,inbjuda-00191-fras-1.mp4
85,inbjuda,"Jag har fått två inbjudningar och jag vet inte vilken jag ska tacka ja till.

",inbjuda-00191-fras-2.mp4
86,välkommen,"Välkommen, jag hoppas att du kommer att trivas här.",valkommen-00192-fras-1.mp4
86,välkommen,Det är bra att du kom hit i alla fall. Välkommen!,valkommen-00192-fras-2.mp4
87,få,Jag har inte fått ditt mail. Hur kommer det sig?,fa-00193-fras-1.mp4
87,få,Jag ska få kattungar.,fa-00193-fras-2.mp4
87,få,När jag var liten fick jag väldigt mycket i veckopeng. Det var för att jag var yngst i familjen.,fa-00193-fras-3.mp4
88,inspelning,När man ville spela in film förr i tiden så använde man sig av en VHS-spelare.,inspelning-00194-fras-1.mp4
88,inspelning,"Hörande personer brukar använda sig av en telefonsvarare, via den kan man spela in ett meddelande. ",inspelning-00194-fras-2.mp4
88,inspelning,VHS-spelare användes förr i tiden för att spela in film. ,inspelning-00194-fras-3.mp4
89,oss emellan,Du har inte med det här att göra! Det här angår bara oss.,oss-emellan-00195-fras-1.mp4
90,relation,Våran relation har blivit allt sämre så jag funderar på att skilja mig.,relation-00196-fras-1.mp4
90,relation,"När du ser de här två siffrorna kan du då säga hur de relaterar till varandra?
",relation-00196-fras-2.mp4
91,sida,Den skriftliga rapporten av ett examensarbete brukar vara på väldigt många sidor.,sida-00197-fras-1.mp4
92,garanti,Jag har två års garanti på min TV.,garanti-00198-fras-1.mp4
92,garanti,"Jaha, är det garanti på den/det här. Hur länge gäller den?
",garanti-00198-fras-2.mp4
93,synd om,Det är synd om honom/henne. Alla tror att det är hens fel men hen är i själva verket oskyldig.,synd-om-00199-fras-1.mp4
93,synd om,Varför tycker du synd om honom? Han får faktiskt skylla sig själv.,synd-om-00199-fras-2.mp4
94,gäst,Jag kommer att ha gäster hos mig hela helgen.,gast-00200-fras-1.mp4
94,gäst,Vem är din gäst? Jag har aldrig sett hen förut.,gast-00200-fras-2.mp4
95,förnäm,Om jag ska till Riddarhuset på middag då måste jag veta i vilken ordning man använder de olika besticken eftersom det bara är fint folk där.,fornam-00201-fras-1.mp4
95,förnäm,Vet du hur jag beter mig stilfullt ifall jag ska till Stadshuset?,fornam-00201-fras-2.mp4
95,förnäm,I bostadsområdet bredvid mitt där bor det bara fint folk.,fornam-00201-fras-3.mp4
96,död,Farfar låg i sängen när han lugnt och stilla somnade in.,dod-00202-fras-1.mp4
96,död,När kriget pågick såg jag många döda människor.,dod-00202-fras-2.mp4
98,älskare,Han har många älskarinnor och hans fru vet ingenting.,alskare-00206-fras-1.mp4
98,älskare,"Som du vet har hon en älskare. Kan du vara snäll och hålla tyst om det.
",alskare-00206-fras-2.mp4
99,vänta,Jag har väntat i tjugo minuter.,vanta-00207-fras-1.mp4
100,mage,Min mage är väldigt känslig så jag kan inte äta lök.,mage-00209-fras-1.mp4
100,mage,Jag tyckte precis att din mage kurrade. Kan det stämma?,mage-00209-fras-2.mp4
101,må illa,Det finns olika orsaker till varför man mår illa.,ma-illa-00210-fras-1.mp4
101,må illa,Är allt bra med dig? Mår du illa?,ma-illa-00210-fras-2.mp4
101,må illa,Jag vill inte åka bil eftersom jag lätt blir illamående.,ma-illa-00210-fras-3.mp4
102,överkörd,Det stod i tidningen att en gångtrafikant ramlat och därefter blivit påkörd av en mopedist.,overkord-00211-fras-1.mp4
103,Australien,Jag har varit i Australien två gånger.,australien-00212-fras-1.mp4
103,Australien,Var i Australien har du varit?,australien-00212-fras-2.mp4
104,känguru,När jag var i Australien körde jag på en känguru.,kanguru-00213-fras-1.mp4
104,känguru,Har du smakat på kängurukött? Det är faktiskt gott!,kanguru-00213-fras-2.mp4
104,känguru,Vet du vad det här är för kött? Det är känguru.,kanguru-00213-fras-3.mp4
104,känguru,Kängurun bär sin lilla unge i pungen.,kanguru-00213-fras-4.mp4
105,missfall,Jag hörde att du fått missfall. Stämmer det?,missfall-00214-fras-1.mp4
106,skinka,När jag gör toast brukar jag fylla dem med ost och skinka.,skinka-00215-fras-1.mp4
107,avundsjuk,Många är avundsjuka för att jag har köpt en BMW.,avundsjuk-00216-fras-1.mp4
107,avundsjuk,Jag har köpt en ny kamera som min morbror tittade på när han kom. Han tyckte att den var fin och blev lite avundsjuk.,avundsjuk-00216-fras-2.mp4
108,ficka,"Jag har massor med saker i fickan så den buktar ut ordentligt.
",ficka-00217-fras-1.mp4
109,förman,Min pappa avskydde sin förman för han var alltid elak.,forman-00218-fras-1.mp4
110,mästare,Jag har varit svensk mästare i bridge många gånger.,mastare-00219-fras-1.mp4
110,mästare,Det finns ett tv-program som heter Mästarnas mästare. Brukar du titta på det?,mastare-00219-fras-2.mp4
111,amputera ben,Min kompis har fått amputera sitt ben efter att hon blivit påkörd av en bil.,amputera-ben-00220-fras-1.mp4
112,hund,Mina barn tjatar om att få en hund men det kan de inte få för jag är allergisk.,hund-00222-fras-1.mp4
112,hund,Min förra hund hette Mia.,hund-00222-fras-2.mp4
112,hund,På torsdagarna går jag alltid till hundparken med min hund.,hund-00222-fras-3.mp4
113,vägg,Jag vill flytta på väggen.,vagg-00223-fras-1.mp4
113,vägg,Jag tänker sätta upp tavlan på väggen i vardagsrummet.,vagg-00223-fras-2.mp4
114,att,Jag minns inte var jag har sett citatet ”Att vara eller inte vara”.,att-00224-fras-1.mp4
115,servera,Jag var på en restaurang där det tog en väldig tid innan maten blev serverad.,servera-00225-fras-1.mp4
116,servitris,På en populär restaurang här i Stockholm finns det en servitris som kan teckenspråk.,servitris-00226-fras-1.mp4
116,servitris,Min mormor har arbetat som servitris i många år.,servitris-00226-fras-2.mp4
117,väst,USA är ett stort land. I västra delen ligger Los Angeles.,vast-00227-fras-1.mp4
118,hugga,Strax före jul varje år går min pappa alltid ut i skogen och hugger granar.,hugga-00228-fras-1.mp4
118,hugga,"Jag vet ingenting om hur man fäller träd. Är du bra på det?
",hugga-00228-fras-2.mp4
119,yxa,Min pappa har råkat hugga av tummen med en yxa.,yxa-00229-fras-1.mp4
119,yxa,De flesta använder en yxa när de ska klyva ved.,yxa-00229-fras-2.mp4
120,öst,I Australien bor det flest människor i landets östra delar.,ost-00230-fras-1.mp4
120,öst,Det är bra seglarväder idag för vindarna blåser mot öster.,ost-00230-fras-2.mp4
120,öst,Jag har backpackat 6 månader i östra Europa.,ost-00230-fras-3.mp4
122,dal,Vi stod på berget och kunde se ut över dalen.,dal-00232-fras-1.mp4
123,direkt,När jag har jobbat klart åker jag hem direkt.,direkt-00233-fras-1.mp4
124,fisk,Vid kinarestaurangen i stan finns en damm där fiskar simmar omkring.,fisk-00234-fras-1.mp4
125,sida,Vilken sida står du på ? Min eller mammas?,sida-00235-fras-1.mp4
125,sida,Det finns en sida på internet där man kan spela olika spel.,sida-00235-fras-2.mp4
125,sida,På mammas sida av släkten är det många som kan teckenspråk.,sida-00235-fras-3.mp4
127,tigga,I tunnelbanan finns det folk som försöker tigga pengar.,tigga-00237-fras-1.mp4
128,begära,Jag har vid en lönesamtal begärt lönepåslag och fått igenom det.,begara-00238-fras-1.mp4
128,begära,Jag har begärt högre lön.,begara-00238-fras-2.mp4
129,är,"Den där filmstjärnan du vet, det är hen som fått en Oscar.",ar-00239-fras-1.mp4
129,är,Är hen verkligen norrlänning?,ar-00239-fras-2.mp4
130,att vara,Det lyste en röd varningslampa i bilen att något var fel och när jag undersökte det hela så visade det sig att det var en elkabel som var problemet.,att-vara-00240-fras-1.mp4
130,att vara,Är det han som heter Bosse?,att-vara-00240-fras-2.mp4
130,att vara,Det var det programmet som du såg på tv igår som jag var med i.,att-vara-00240-fras-3.mp4
130,att vara,Jag letade efter min nyckel och hittade den till sist på köksbordet. ,att-vara-00240-fras-4.mp4
131,nivå,Jag anmälde mig till en danskurs men när jag kom dit märkte jag att nivån var för hög för mig så jag hoppade av.,niva-00243-fras-1.mp4
132,hylla,Jag har en tom hylla hemma. Jag vet inte vad jag ska ha i den.,hylla-00244-fras-1.mp4
132,hylla,Jag har en jättefin vit hylla som jag ska sälja. Vill du ha den?,hylla-00244-fras-2.mp4
132,hylla,Jag har ingen hylla hemma för jag tycker inte att jag behöver det.,hylla-00244-fras-3.mp4
132,hylla,Jag har en bokhylla hemma som jag inte använder. Du kan få den.,hylla-00244-fras-4.mp4
133,damma,Innan jag dammsuger brukar jag damma.,damma-00245-fras-1.mp4
134,trappa,Om du vill besöka stadsbiblioteket ska du gå uppför trappan som ligger direkt till vänster innanför dörren.,trappa-00246-fras-1.mp4
135,hög,"Det byggs väldigt mycket i stan, flera höga hus.",hog-00247-fras-1.mp4
136,uppväxt,Jag är uppväxt i Malmö.,uppvaxt-00248-fras-1.mp4
136,uppväxt,Jag har haft en svår uppväxt.,uppvaxt-00248-fras-2.mp4
136,uppväxt,Jag är uppvuxen i Danmark och flyttade hit för åtta år sedan.,uppvaxt-00248-fras-3.mp4
137,växa upp,Jag är uppvuxen i Dalarna.,vaxa-upp-00249-fras-1.mp4
137,växa upp,Vilket är ditt bästa barndomsminne?,vaxa-upp-00249-fras-2.mp4
138,avgöra,Sista målet är avgörande.,avgora-00250-fras-1.mp4
139,final,Snart börjar finalen.,final-00251-fras-1.mp4
139,final,Snart börjar fotbollsfinalen.,final-00251-fras-2.mp4
139,final,Imorgon är det final kl 14. ,final-00251-fras-3.mp4
139,final,Det blir en väldigt spännande final eftersom båda lagen är lika starka. ,final-00251-fras-4.mp4
140,slå vad,Ska vi slå vad?,sla-vad-00252-fras-1.mp4
141,vuxen,"Alla har olika uppfattningar om när ungdomar blir vuxna.
",vuxen-00253-fras-1.mp4
142,låg,I dag ligger den svenska kronan lågt i kurs och det medför att allt fler turister strömmar hit.,lag-00254-fras-1.mp4
143,barn,Mina barn är helt sålda på TV-spel. De måste spela varje dag.,barn-00257-fras-1.mp4
143,barn,När sommarlovet är slut är barnen fulla av iver över att komma tillbaka till skolan.,barn-00257-fras-2.mp4
143,barn,Jag har tre barn.,barn-00257-fras-3.mp4
144,måla,Mitt rum ska målas blått.,mala-00258-fras-1.mp4
145,gård,Min familj är riktiga bönder. Vi har gård och djur.,gard-00259-fras-1.mp4
146,marknad,Jag har saker som jag inte vill ha kvar så jag tänker hyra ett bord på en marknad och göra mig av med grejorna.,marknad-00260-fras-1.mp4
147,miljö,Jag har nyligen börjat sortera soporna för jag vill värna om miljön.,miljo-00261-fras-1.mp4
149,park,Jag tycker att Central Park i New York är vacker. Den skiljer sig från andra parker.,park-00263-fras-1.mp4
151,mitt på dagen,Kan vi träffas kl 10 eller mitt på dagen?,mitt-pa-dagen-00265-fras-1.mp4
151,mitt på dagen,Solen står oftast högst mitt på dagen. ,mitt-pa-dagen-00265-fras-2.mp4
